query_id,scene,question,status,Acc,vIoU,tIoU,dataset_type,gt_active_count,pred_active_count,temporal_inter,temporal_union,mask_found,mask_missing,vIoU_count,validation_path,dataset_dir_used,binary_mask_dir_used
cut_lemon_q1,cut_lemon,正在切割柠檬的刀。,ok,0.9325301204819277,0.01936126625666209,0.163135593220339,hypernerf,2360,385,385,2360,30,0,30,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q1/final_query_render_sourcebg/binary_masks
cut_lemon_q2,cut_lemon,被切成两半之前的柠檬。,ok,0.9951807228915662,0.025662506909342866,0.17485182049110923,hypernerf,2360,415,413,2362,30,0,30,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q2/final_query_render_sourcebg/binary_masks
cut_lemon_q3,cut_lemon,握着刀的左手。,ok,0.17349397590361446,0.0007039900038115493,0.02324561403508772,hypernerf,2280,53,53,2280,28,0,28,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q3/final_query_render_sourcebg/binary_masks
cut_lemon_q4,cut_lemon,所有参与切割动作的物体。,ok,0.9036144578313253,0.055814897520645404,0.15805084745762712,hypernerf,2360,373,373,2360,30,0,30,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q4/final_query_render_sourcebg/binary_masks
cut_lemon_q5,cut_lemon,正在移动的手和刀。,ok,0.13253012048192772,0.001970903763458409,0.022457627118644068,hypernerf,2360,53,53,2360,30,0,30,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q5/final_query_render_sourcebg/binary_masks
cut_lemon_q6,cut_lemon,除了木板之外的所有物体。,ok,0.9951807228915662,0.02462944796448343,0.17485182049110923,hypernerf,2360,415,413,2362,30,0,30,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q6/final_query_render_sourcebg/binary_masks
cut_lemon_q7,cut_lemon,木板上的金属勺子。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q7/final_query_render_sourcebg/binary_masks
cut_lemon_q8,cut_lemon,在砧板上被切的橙子。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q8/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/cut-lemon1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_cutlemon_refresh_20260329/hypernerf/cut-lemon1/entitybank/query_guided/cut_lemon_q8/final_query_render_sourcebg/binary_masks
espresso_q1,espresso,正在被注入液体的玻璃杯。,ok,0.9896907216494846,0.41010656488306463,0.24870466321243523,hypernerf,770,194,192,772,80,0,80,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q1/final_query_render_sourcebg/binary_masks
espresso_q2,espresso,加入任何液体之前的玻璃杯。,ok,0.9896907216494846,0.5974672872962781,0.24870466321243523,hypernerf,770,194,192,772,80,0,80,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q2/final_query_render_sourcebg/binary_masks
espresso_q3,espresso,完全装满后的玻璃杯。,ok,0.9896907216494846,0.4090208250011079,0.24870466321243523,hypernerf,770,194,192,772,80,0,80,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q3/final_query_render_sourcebg/binary_masks
espresso_q4,espresso,在整个视频中物理位置始终保持静止的所有物体。,ok,0.9896907216494846,0.0526344395466244,0.24870466321243523,hypernerf,770,194,192,772,81,0,81,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q4/final_query_render_sourcebg/binary_masks
espresso_q5,espresso,桌子上的蓝色玻璃杯。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q5/final_query_render_sourcebg/binary_masks
espresso_q6,espresso,倾倒过程中移动的杯子。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q6/final_query_render_sourcebg/binary_masks
espresso_q7,espresso,显示重量正在增加的电子秤。,ok,0.9896907216494846,0.14724277222275697,0.24870466321243523,hypernerf,770,194,192,772,80,0,80,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q7/final_query_render_sourcebg/binary_masks
espresso_q8,espresso,除了白色瓶子和金属杯之外的所有物体。,ok,0.9896907216494846,0.05970243421539682,0.24870466321243523,hypernerf,770,194,192,772,81,0,81,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q8/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/espresso,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_espresso/hypernerf/espresso/entitybank/query_guided/espresso_q8/final_query_render_sourcebg/binary_masks
keyboard_q1,keyboard,正在键盘上打字的左手。,ok,0.9807692307692307,0.013484257532613484,0.249185667752443,hypernerf,611,156,153,614,60,0,60,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q1/final_query_render_sourcebg/binary_masks
keyboard_q2,keyboard,正在积极打字的两只手。,ok,0.9807692307692307,0.016531677219032332,0.249185667752443,hypernerf,611,156,153,614,60,0,60,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q2/final_query_render_sourcebg/binary_masks
keyboard_q3,keyboard,在整个视频中从未移动的物体。,ok,0.9807692307692307,0.00863958737681735,0.249185667752443,hypernerf,611,156,153,614,63,0,63,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q3/final_query_render_sourcebg/binary_masks
keyboard_q4,keyboard,红色机械键盘。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q4/final_query_render_sourcebg/binary_masks
keyboard_q5,keyboard,在100帧后停止移动的手。,ok,0.0,0.0,0.0,hypernerf,0,156,0,156,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q5/final_query_render_sourcebg/binary_masks
keyboard_q6,keyboard,木质桌面上除手之外的所有物体。,ok,0.9807692307692307,0.009822389821515828,0.249185667752443,hypernerf,611,156,153,614,63,0,63,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/keyboard,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_keyboard/hypernerf/keyboard/entitybank/query_guided/keyboard_q6/final_query_render_sourcebg/binary_masks
torchchocolate_q1,torchchocolate,在火焰下融化的巧克力。,ok,0.9942196531791907,0.0066758360926712996,0.24891461649782923,hypernerf,690,173,172,691,71,0,71,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q1/final_query_render_sourcebg/binary_masks
torchchocolate_q2,torchchocolate,场景中的两只手。,ok,0.9942196531791907,0.0,0.24891461649782923,hypernerf,690,173,172,691,71,0,71,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q2/final_query_render_sourcebg/binary_masks
torchchocolate_q3,torchchocolate,在整个视频中物理上完全静止的所有物体。,ok,0.005780346820809248,0.0,0.0,hypernerf,690,0,0,690,71,0,71,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q3/final_query_render_sourcebg/binary_masks
torchchocolate_q4,torchchocolate,托盘上的白色巧克力。,ok,0.0,0.0,0.0,hypernerf,0,173,0,173,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q4/final_query_render_sourcebg/binary_masks
torchchocolate_q5,torchchocolate,移动喷枪以融化巧克力的手。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q5/final_query_render_sourcebg/binary_masks
torchchocolate_q6,torchchocolate,除了衬衫和木板之外的所有物体。,ok,0.9942196531791907,0.2602451604545802,0.24891461649782923,hypernerf,690,173,172,691,71,0,71,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q6/final_query_render_sourcebg/binary_masks
torchchocolate_q7,torchchocolate,开始融化前的固态巧克力。,ok,0.9942196531791907,0.004684052373757554,0.24891461649782923,hypernerf,690,173,172,691,71,0,71,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/interp/torchocolate,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_torchocolate/hypernerf/torchocolate/entitybank/query_guided/torchchocolate_q7/final_query_render_sourcebg/binary_masks
cook-spinach_q1,cook-spinach,正在翻炒菠菜的夹子。,ok,1.0,0.012039922858086137,1.0,dynerf,300,300,300,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q1/final_query_render_sourcebg/binary_masks
cook-spinach_q2,cook-spinach,全程握持夹子的左手。,ok,1.0,0.04868248001007467,1.0,dynerf,300,300,300,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q2/final_query_render_sourcebg/binary_masks
cook-spinach_q3,cook-spinach,在120至140帧之间短暂移动的右手。,ok,1.0,0.0009516812133241475,1.0,dynerf,300,300,300,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q3/final_query_render_sourcebg/binary_masks
cook-spinach_q4,cook-spinach,视频中任何时刻都未曾移动的所有物体。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q4/final_query_render_sourcebg/binary_masks
cook-spinach_q5,cook-spinach,没有菠菜的不锈钢锅。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q5/final_query_render_sourcebg/binary_masks
cook-spinach_q6,cook-spinach,烹饪过程中调节炉灶旋钮的手。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q6/final_query_render_sourcebg/binary_masks
cook-spinach_q7,cook-spinach,除了牛排和厨房纸巾之外的所有物体。,ok,1.0,0.0,1.0,dynerf,300,300,300,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cook_spinach,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cook_spinach/entitybank/query_guided/cook-spinach_q7/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q1,cut_roasted_beef,正在切割牛排的刀。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q1/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q2,cut_roasted_beef,任何切割开始前的牛排。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,15,0,15,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q2/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q3,cut_roasted_beef,执行切割动作的左手。,ok,1.0,0.05686699748231516,1.0,dynerf,300,300,300,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q3/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q4,cut_roasted_beef,在整个视频中完全静止的所有物体。,ok,1.0,0.14534418114676662,1.0,dynerf,300,300,300,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q4/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q5,cut_roasted_beef,牛排下方的不锈钢砧板。,ok,0.43333333333333335,0.0,0.0,dynerf,0,170,0,170,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q5/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q6,cut_roasted_beef,在切割过程中翻动牛排的手。,ok,0.8333333333333334,0.0,0.0,dynerf,0,50,0,50,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q6/final_query_render_sourcebg/binary_masks
cut_roasted_beef_q7,cut_roasted_beef,除了狗和玻璃窗之外的所有物体。,ok,1.0,0.04579271900262545,1.0,dynerf,300,300,300,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/cut_roasted_beef,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/cut_roasted_beef/entitybank/query_guided/cut_roasted_beef_q7/final_query_render_sourcebg/binary_masks
flame_salmon_q1,flame_salmon,正在左右移动炙烤三文鱼的喷枪。,ok,0.75,0.0,0.0,dynerf,300,0,0,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_salmon_1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q1/final_query_render_sourcebg/binary_masks
